"pk_trainers_id","fk_games_id","fk_trainer_types_id","short_name","long_name"
504,1,21,Hiker 10,Hiker - Rock Tunnel - 1F (Red)
861,3,21,Hiker 10,Hiker - Rock Tunnel - 1F (Yellow)
867,3,21,Hiker 9,Hiker - Rock Tunnel - B1F (Yellow)
149,2,21,Hiker 11,Hiker - Rock Tunnel - 1F (Blue)
503,1,21,Hiker 8,Hiker - Rock Tunnel - B1F (Red)
496,1,21,Hiker 1,Hiker - Mt. Moon - 1F (Red)
150,2,21,Hiker 12,Hiker - Rock Tunnel - 1F (Blue)
143,2,21,Hiker 4,Hiker - Route 25 (Blue)
508,1,21,Hiker 14,Hiker - Route 10 (Red)
505,1,21,Hiker 11,Hiker - Rock Tunnel - 1F (Red)
865,3,21,Hiker 14,Hiker - Route 10 (Yellow)
510,1,21,Hiker 9,Hiker - Rock Tunnel - B1F (Red)
154,2,21,Hiker 9,Hiker - Rock Tunnel - B1F (Blue)
857,3,21,Hiker 5,Hiker - Route 9 (Yellow)
145,2,21,Hiker 6,Hiker - Route 9 (Blue)
140,2,21,Hiker 1,Hiker - Mt. Moon - 1F (Blue)
866,3,21,Hiker 15,Hiker - Route 10 (Yellow)
141,2,21,Hiker 2,Hiker - Route 25 (Blue)
501,1,21,Hiker 6,Hiker - Route 9 (Red)
148,2,21,Hiker 10,Hiker - Rock Tunnel - 1F (Blue)
147,2,21,Hiker 8,Hiker - Rock Tunnel - B1F (Blue)
854,3,21,Hiker 2,Hiker - Route 25 (Yellow)
509,1,21,Hiker 15,Hiker - Route 10 (Red)
497,1,21,Hiker 2,Hiker - Route 25 (Red)
498,1,21,Hiker 3,Hiker - Route 25 (Red)
506,1,21,Hiker 12,Hiker - Rock Tunnel - 1F (Red)
153,2,21,Hiker 15,Hiker - Route 10 (Blue)
152,2,21,Hiker 14,Hiker - Route 10 (Blue)
855,3,21,Hiker 3,Hiker - Route 25 (Yellow)
502,1,21,Hiker 7,Hiker - Route 9 (Red)
146,2,21,Hiker 7,Hiker - Route 9 (Blue)
856,3,21,Hiker 4,Hiker - Route 25 (Yellow)
500,1,21,Hiker 5,Hiker - Route 9 (Red)
858,3,21,Hiker 6,Hiker - Route 9 (Yellow)
499,1,21,Hiker 4,Hiker - Route 25 (Red)
862,3,21,Hiker 11,Hiker - Rock Tunnel - 1F (Yellow)
507,1,21,Hiker 13,Hiker - Rock Tunnel - B1F (Red)
863,3,21,Hiker 12,Hiker - Rock Tunnel - 1F (Yellow)
859,3,21,Hiker 7,Hiker - Route 9 (Yellow)
144,2,21,Hiker 5,Hiker - Route 9 (Blue)
151,2,21,Hiker 13,Hiker - Rock Tunnel - B1F (Blue)
860,3,21,Hiker 8,Hiker - Rock Tunnel - B1F (Yellow)
870,3,22,Jessie & James 3,Jessie & James - Pokemon Tower - 7F (Yellow)
871,3,22,Jessie & James 4,Jessie & James - Silph Co. - 11F (Yellow)
868,3,22,Jessie & James 1,Jessie & James - Mt. Moon - B2F (Yellow)
869,3,22,Jessie & James 2,Jessie & James - Team Rocket Hideout - B4F (Yellow)
889,3,23,Jr Trainer F 18,Jr Trainer F - Route 15 (Yellow)
174,2,23,Jr Trainer F 20,Jr Trainer F - Route 15 (Blue)
888,3,23,Jr Trainer F 17,Jr Trainer F - Route 15 (Yellow)
531,1,23,Jr Trainer F 21,Jr Trainer F - Route 20 (Red)
513,1,23,Jr Trainer F 3,Jr Trainer F - Route 6 (Red)
528,1,23,Jr Trainer F 18,Jr Trainer F - Route 15 (Red)
883,3,23,Jr Trainer F 12,Jr Trainer F - Route 10 (Yellow)
873,3,23,Jr Trainer F 2,Jr Trainer F - Route 6 (Yellow)
885,3,23,Jr Trainer F 14,Jr Trainer F - Route 13 (Yellow)
157,2,23,Jr Trainer F 3,Jr Trainer F - Route 6 (Blue)
874,3,23,Jr Trainer F 3,Jr Trainer F - Route 6 (Yellow)
515,1,23,Jr Trainer F 5,Jr Trainer F - Route 9 (Red)
523,1,23,Jr Trainer F 13,Jr Trainer F - Celadon City (Red)
879,3,23,Jr Trainer F 8,Jr Trainer F - Rock Tunnel - B1F (Yellow)
877,3,23,Jr Trainer F 6,Jr Trainer F - Route 10 (Yellow)
886,3,23,Jr Trainer F 15,Jr Trainer F - Route 13 (Yellow)
162,2,23,Jr Trainer F 8,Jr Trainer F - Rock Tunnel - B1F (Blue)
884,3,23,Jr Trainer F 13,Jr Trainer F - Celadon City (Yellow)
164,2,23,Jr Trainer F 10,Jr Trainer F - Rock Tunnel - 1F (Blue)
519,1,23,Jr Trainer F 9,Jr Trainer F - Rock Tunnel - 1F (Red)
522,1,23,Jr Trainer F 12,Jr Trainer F - Route 10 (Red)
512,1,23,Jr Trainer F 2,Jr Trainer F - Route 6 (Red)
530,1,23,Jr Trainer F 20,Jr Trainer F - Route 15 (Red)
872,3,23,Jr Trainer F 1,Jr Trainer F - Cerulean City (Yellow)
529,1,23,Jr Trainer F 19,Jr Trainer F - Route 15 (Red)
161,2,23,Jr Trainer F 7,Jr Trainer F - Rock Tunnel - B1F (Blue)
875,3,23,Jr Trainer F 4,Jr Trainer F - Route 9 (Yellow)
511,1,23,Jr Trainer F 1,Jr Trainer F - Cerulean City (Red)
876,3,23,Jr Trainer F 5,Jr Trainer F - Route 9 (Yellow)
517,1,23,Jr Trainer F 7,Jr Trainer F - Rock Tunnel - B1F (Red)
176,2,23,Jr Trainer F 22,Jr Trainer F - Route 20 (Blue)
516,1,23,Jr Trainer F 6,Jr Trainer F - Route 10 (Red)
170,2,23,Jr Trainer F 16,Jr Trainer F - Route 13 (Blue)
526,1,23,Jr Trainer F 16,Jr Trainer F - Route 13 (Red)
893,3,23,Jr Trainer F 22,Jr Trainer F - Route 20 (Yellow)
527,1,23,Jr Trainer F 17,Jr Trainer F - Route 15 (Red)
167,2,23,Jr Trainer F 13,Jr Trainer F - Celadon City (Blue)
887,3,23,Jr Trainer F 16,Jr Trainer F - Route 13 (Yellow)
175,2,23,Jr Trainer F 21,Jr Trainer F - Route 20 (Blue)
518,1,23,Jr Trainer F 8,Jr Trainer F - Rock Tunnel - B1F (Red)
168,2,23,Jr Trainer F 14,Jr Trainer F - Route 13 (Blue)
163,2,23,Jr Trainer F 9,Jr Trainer F - Rock Tunnel - 1F (Blue)
532,1,23,Jr Trainer F 22,Jr Trainer F - Route 20 (Red)
882,3,23,Jr Trainer F 11,Jr Trainer F - Rock Tunnel - 1F (Yellow)
169,2,23,Jr Trainer F 15,Jr Trainer F - Route 13 (Blue)
881,3,23,Jr Trainer F 10,Jr Trainer F - Rock Tunnel - 1F (Yellow)
159,2,23,Jr Trainer F 5,Jr Trainer F - Route 9 (Blue)
173,2,23,Jr Trainer F 19,Jr Trainer F - Route 15 (Blue)
514,1,23,Jr Trainer F 4,Jr Trainer F - Route 9 (Red)
892,3,23,Jr Trainer F 21,Jr Trainer F - Route 20 (Yellow)
166,2,23,Jr Trainer F 12,Jr Trainer F - Route 10 (Blue)
158,2,23,Jr Trainer F 4,Jr Trainer F - Route 9 (Blue)
880,3,23,Jr Trainer F 9,Jr Trainer F - Rock Tunnel - 1F (Yellow)
156,2,23,Jr Trainer F 2,Jr Trainer F - Route 6 (Blue)
165,2,23,Jr Trainer F 11,Jr Trainer F - Rock Tunnel - 1F (Blue)
524,1,23,Jr Trainer F 14,Jr Trainer F - Route 13 (Red)
520,1,23,Jr Trainer F 10,Jr Trainer F - Rock Tunnel - 1F (Red)
172,2,23,Jr Trainer F 18,Jr Trainer F - Route 15 (Blue)
171,2,23,Jr Trainer F 17,Jr Trainer F - Route 15 (Blue)
878,3,23,Jr Trainer F 7,Jr Trainer F - Rock Tunnel - B1F (Yellow)
160,2,23,Jr Trainer F 6,Jr Trainer F - Route 10 (Blue)
521,1,23,Jr Trainer F 11,Jr Trainer F - Rock Tunnel - 1F (Red)
890,3,23,Jr Trainer F 19,Jr Trainer F - Route 15 (Yellow)
155,2,23,Jr Trainer F 1,Jr Trainer F - Cerulean City (Blue)
525,1,23,Jr Trainer F 15,Jr Trainer F - Route 13 (Red)
891,3,23,Jr Trainer F 20,Jr Trainer F - Route 15 (Yellow)
536,1,24,Jr Trainer M 4,Jr Trainer M - Route 25 (Red)
534,1,24,Jr Trainer M 2,Jr Trainer M - Route 24 (Red)
897,3,24,Jr Trainer M 4,Jr Trainer M - Route 25 (Yellow)
183,2,24,Jr Trainer M 7,Jr Trainer M - Route 9 (Blue)
541,1,24,Jr Trainer M 9,Jr Trainer M - Route 12 (Red)
542,1,24,Jr Trainer M 10,Jr Trainer M - Route 13 (Red)
900,3,24,Jr Trainer M 7,Jr Trainer M - Route 9 (Yellow)
899,3,24,Jr Trainer M 6,Jr Trainer M - Route 6 (Yellow)
182,2,24,Jr Trainer M 6,Jr Trainer M - Route 6 (Blue)
537,1,24,Jr Trainer M 5,Jr Trainer M - Route 6 (Red)
179,2,24,Jr Trainer M 3,Jr Trainer M - Route 24 (Blue)
533,1,24,Jr Trainer M 1,Jr Trainer M - Pewter City (Red)
894,3,24,Jr Trainer M 1,Jr Trainer M - Pewter City (Yellow)
184,2,24,Jr Trainer M 8,Jr Trainer M - Route 9 (Blue)
898,3,24,Jr Trainer M 5,Jr Trainer M - Route 6 (Yellow)
896,3,24,Jr Trainer M 3,Jr Trainer M - Route 24 (Yellow)
901,3,24,Jr Trainer M 8,Jr Trainer M - Route 12 (Yellow)
895,3,24,Jr Trainer M 2,Jr Trainer M - Route 24 (Yellow)
180,2,24,Jr Trainer M 4,Jr Trainer M - Route 25 (Blue)
186,2,24,Jr Trainer M 10,Jr Trainer M - Route 13 (Blue)
535,1,24,Jr Trainer M 3,Jr Trainer M - Route 24 (Red)
540,1,24,Jr Trainer M 8,Jr Trainer M - Route 9 (Red)
539,1,24,Jr Trainer M 7,Jr Trainer M - Route 9 (Red)
538,1,24,Jr Trainer M 6,Jr Trainer M - Route 6 (Red)
185,2,24,Jr Trainer M 9,Jr Trainer M - Route 12 (Blue)
178,2,24,Jr Trainer M 2,Jr Trainer M - Route 24 (Blue)
177,2,24,Jr Trainer M 1,Jr Trainer M - Pewter City (Blue)
181,2,24,Jr Trainer M 5,Jr Trainer M - Route 6 (Blue)
902,3,24,Jr Trainer M 9,Jr Trainer M - Route 13 (Yellow)
189,2,25,Juggler 3,Juggler - Fuchsia City (Blue)
546,1,25,Juggler 4,Juggler - Fuchsia City (Red)
543,1,25,Juggler 1,Juggler - Fuchsia City (Red)
907,3,25,Juggler 5,Juggler - Silph Co. - 5F (Yellow)
545,1,25,Juggler 3,Juggler - Fuchsia City (Red)
188,2,25,Juggler 2,Juggler - Fuchsia City (Blue)
904,3,25,Juggler 2,Juggler - Fuchsia City (Yellow)
549,1,25,Juggler 7,Juggler - Victory Road – 2F (Red)
544,1,25,Juggler 2,Juggler - Fuchsia City (Red)
548,1,25,Juggler 6,Juggler - Victory Road – 2F (Red)
187,2,25,Juggler 1,Juggler - Fuchsia City (Blue)
190,2,25,Juggler 4,Juggler - Fuchsia City (Blue)
547,1,25,Juggler 5,Juggler - Silph Co. - 5F (Red)
905,3,25,Juggler 3,Juggler - Fuchsia City (Yellow)
903,3,25,Juggler 1,Juggler - Fuchsia City (Yellow)
906,3,25,Juggler 4,Juggler - Fuchsia City (Yellow)
909,3,25,Juggler 7,Juggler - Victory Road – 2F (Yellow)
192,2,25,Juggler 6,Juggler - Victory Road – 2F (Blue)
193,2,25,Juggler 7,Juggler - Victory Road – 2F (Blue)
908,3,25,Juggler 6,Juggler - Victory Road – 2F (Yellow)
191,2,25,Juggler 5,Juggler - Silph Co. - 5F (Blue)
550,1,26,Koga,Koga - Fuchsia City (Red)
194,2,26,Koga,Koga - Fuchsia City (Blue)
910,3,26,Koga,Koga - Fuchsia City (Yellow)
195,2,27,Lance,Lance - Indigo Plateau (Blue)
551,1,27,Lance,Lance - Indigo Plateau (Red)
911,3,27,Lance,Lance - Indigo Plateau (Yellow)
921,3,28,Lass 10,Lass - Route 25 (Yellow)
197,2,28,Lass 2,Lass - Route 3 (Blue)
209,2,28,Lass 14,Lass - Route 8 (Blue)
557,1,28,Lass 6,Lass - Route 24 (Red)
555,1,28,Lass 4,Lass - Mt. Moon - 1F (Red)
926,3,28,Lass 15,Lass - Route 8 (Yellow)
556,1,28,Lass 5,Lass - Mt. Moon - 1F (Red)
914,3,28,Lass 3,Lass - Route 3 (Yellow)
919,3,28,Lass 8,Lass - Route 25 (Yellow)
554,1,28,Lass 3,Lass - Route 3 (Red)
206,2,28,Lass 11,Lass - S.S. Anne - 2F (Blue)
208,2,28,Lass 13,Lass - Route 8 (Blue)
922,3,28,Lass 11,Lass - S.S. Anne - 1F (Yellow)
199,2,28,Lass 4,Lass - Mt. Moon - 1F (Blue)
917,3,28,Lass 6,Lass - Mt. Moon - 1F (Yellow)
201,2,28,Lass 6,Lass - Route 24 (Blue)
927,3,28,Lass 16,Lass - Route 8 (Yellow)
562,1,28,Lass 11,Lass - S.S. Anne - 2F (Red)
205,2,28,Lass 10,Lass - S.S. Anne - 1F (Blue)
560,1,28,Lass 9,Lass - Route 25 (Red)
924,3,28,Lass 13,Lass - Route 8 (Yellow)
918,3,28,Lass 7,Lass - Route 24 (Yellow)
569,1,28,Lass 18,Lass - Route 4 (Red)
928,3,28,Lass 17,Lass - Celadon City (Yellow)
923,3,28,Lass 12,Lass - S.S. Anne - 2F (Yellow)
558,1,28,Lass 7,Lass - Route 25 (Red)
210,2,28,Lass 15,Lass - Route 8 (Blue)
553,1,28,Lass 2,Lass - Route 3 (Red)
568,1,28,Lass 17,Lass - Celadon City (Red)
203,2,28,Lass 8,Lass - Route 24 (Blue)
913,3,28,Lass 2,Lass - Route 3 (Yellow)
920,3,28,Lass 9,Lass - Route 24 (Yellow)
559,1,28,Lass 8,Lass - Route 24 (Red)
565,1,28,Lass 14,Lass - Route 8 (Red)
200,2,28,Lass 5,Lass - Mt. Moon - 1F (Blue)
211,2,28,Lass 16,Lass - Celadon City (Blue)
930,3,28,Lass 19,Lass - Route 4 (Yellow)
929,3,28,Lass 18,Lass - Celadon City (Yellow)
212,2,28,Lass 17,Lass - Celadon City (Blue)
566,1,28,Lass 15,Lass - Route 8 (Red)
564,1,28,Lass 13,Lass - Route 8 (Red)
196,2,28,Lass 1,Lass - Route 3 (Blue)
916,3,28,Lass 5,Lass - Mt. Moon - 1F (Yellow)
915,3,28,Lass 4,Lass - Route 3 (Yellow)
207,2,28,Lass 12,Lass - Route 8 (Blue)
552,1,28,Lass 1,Lass - Route 3 (Red)
563,1,28,Lass 12,Lass - Route 8 (Red)
198,2,28,Lass 3,Lass - Route 3 (Blue)
204,2,28,Lass 9,Lass - Route 25 (Blue)
925,3,28,Lass 14,Lass - Route 8 (Yellow)
912,3,28,Lass 1,Lass - Viridian Forest (Yellow)
561,1,28,Lass 10,Lass - S.S. Anne - 1F (Red)
567,1,28,Lass 16,Lass - Celadon City (Red)
202,2,28,Lass 7,Lass - Route 25 (Blue)
213,2,28,Lass 18,Lass - Route 4 (Blue)
214,2,29,Lorelei,Lorelei - Indigo Plateau (Blue)
570,1,29,Lorelei,Lorelei - Indigo Plateau (Red)
931,3,29,Lorelei,Lorelei - Indigo Plateau (Yellow)
932,3,30,Lt. Surge,Lt. Surge - Vermilion City (Yellow)
571,1,30,Lt. Surge,Lt. Surge - Vermilion City (Red)
215,2,30,Lt. Surge,Lt. Surge - Vermilion City (Blue)
933,3,31,Misty,Misty - Cerulean City (Yellow)
216,2,31,Misty,Misty - Cerulean City (Blue)
572,1,31,Misty,Misty - Cerulean City (Red)
221,2,32,PokeManiac 5,PokeManiac - Route 10 (Blue)
936,3,32,PokeManiac 3,PokeManiac - Rock Tunnel - B1F (Yellow)
938,3,32,PokeManiac 5,PokeManiac - Route 10 (Yellow)
576,1,32,PokeManiac 4,PokeManiac - Rock Tunnel - B1F (Red)
219,2,32,PokeManiac 3,PokeManiac - Rock Tunnel - B1F (Blue)
934,3,32,PokeManiac 1,PokeManiac - Rock Tunnel - 1F (Yellow)
218,2,32,PokeManiac 2,PokeManiac - Rock Tunnel - B1F (Blue)
222,2,32,PokeManiac 7,PokeManiac - Victory Road – 2F (Blue)
574,1,32,PokeManiac 2,PokeManiac - Rock Tunnel - B1F (Red)
579,1,32,PokeManiac 6,PokeManiac - Fuchsia City (Red)
217,2,32,PokeManiac 1,PokeManiac - Rock Tunnel - 1F (Blue)
935,3,32,PokeManiac 2,PokeManiac - Rock Tunnel - B1F (Yellow)
939,3,32,PokeManiac 7,PokeManiac - Victory Road – 2F (Yellow)
937,3,32,PokeManiac 4,PokeManiac - Rock Tunnel - B1F (Yellow)
575,1,32,PokeManiac 3,PokeManiac - Rock Tunnel - B1F (Red)
940,3,32,PokeManiac 6,PokeManiac - Fuchsia City (Yellow)
577,1,32,PokeManiac 5,PokeManiac - Route 10 (Red)
223,2,32,PokeManiac 6,PokeManiac - Fuchsia City (Blue)
573,1,32,PokeManiac 1,PokeManiac - Rock Tunnel - 1F (Red)
220,2,32,PokeManiac 4,PokeManiac - Rock Tunnel - B1F (Blue)
578,1,32,PokeManiac 7,PokeManiac - Victory Road – 2F (Red)
227,2,33,Psychic 4,Psychic - Saffron City (Blue)
224,2,33,Psychic 1,Psychic - Saffron City (Blue)
582,1,33,Psychic 3,Psychic - Saffron City (Red)
944,3,33,Psychic 4,Psychic - Saffron City (Yellow)
225,2,33,Psychic 2,Psychic - Saffron City (Blue)
942,3,33,Psychic 2,Psychic - Saffron City (Yellow)
580,1,33,Psychic 1,Psychic - Saffron City (Red)
581,1,33,Psychic 2,Psychic - Saffron City (Red)
941,3,33,Psychic 1,Psychic - Saffron City (Yellow)
943,3,33,Psychic 3,Psychic - Saffron City (Yellow)
226,2,33,Psychic 3,Psychic - Saffron City (Blue)
583,1,33,Psychic 4,Psychic - Saffron City (Red)
233,2,34,Rival 2,Rival - Route 22 (Blue - Squirtle Chosen)
596,1,34,Rival 5,Rival - Pokemon Tower - 2F (Red - Bulbasaur Chosen)
592,1,34,Rival 3,Rival - Cerulean City (Red - Squirtle Chosen)
585,1,34,Rival 1,Rival - Pallet Town (Red - Charmander Chosen)
951,3,34,Rival 5,Rival - Pokemon Tower - 2F (Yellow - Lost Lab And Route 22)
230,2,34,Rival 1,Rival - Pallet Town (Blue - Squirtle Chosen)
234,2,34,Rival 3,Rival - Cerulean City (Blue - Squirtle Chosen)
601,1,34,Rival 6,Rival - Silph Co. - 7F (Red - Charmander Chosen)
236,2,34,Rival 3,Rival - Cerulean City (Blue - Charmander Chosen)
956,3,34,Rival 7,Rival - Route 22 (Yellow - Won Lab Or Route 22)
587,1,34,Rival 2,Rival - Route 22 (Red - Squirtle Chosen)
606,1,34,Rival 8,Rival - Indigo Plateau (Red - Bulbasaur Chosen)
235,2,34,Rival 3,Rival - Cerulean City (Blue - Bulbasaur Chosen)
959,3,34,Rival 8,Rival - Indigo Plateau (Yellow - Won Lab Or Route 22)
241,2,34,Rival 5,Rival - Pokemon Tower - 2F (Blue - Squirtle Chosen)
598,1,34,Rival 5,Rival - Pokemon Tower - 2F (Red - Charmander Chosen)
237,2,34,Rival 4,Rival - S.S. Anne - 2F (Blue - Bulbasaur Chosen)
249,2,34,Rival 8,Rival - Indigo Plateau (Blue - Bulbasaur Chosen)
949,3,34,Rival 5,Rival - Pokemon Tower - 2F (Yellow - Won Lab Or Route 22)
238,2,34,Rival 4,Rival - S.S. Anne - 2F (Blue - Charmander Chosen)
244,2,34,Rival 6,Rival - Silph Co. - 7F (Blue - Bulbasaur Chosen)
958,3,34,Rival 8,Rival - Indigo Plateau (Yellow - Won Lab And Route 22)
229,2,34,Rival 1,Rival - Pallet Town (Blue - Bulbasaur Chosen)
599,1,34,Rival 6,Rival - Silph Co. - 7F (Red - Squirtle Chosen)
251,2,34,Rival 8,Rival - Indigo Plateau (Blue - Squirtle Chosen)
604,1,34,Rival 7,Rival - Route 22 (Red - Bulbasaur Chosen)
600,1,34,Rival 6,Rival - Silph Co. - 7F (Red - Bulbasaur Chosen)
228,2,34,Rival 1,Rival - Pallet Town (Blue - Charmander Chosen)
250,2,34,Rival 8,Rival - Indigo Plateau (Blue - Charmander Chosen)
947,3,34,Rival 3,Rival - Cerulean City (Yellow)
240,2,34,Rival 5,Rival - Pokemon Tower - 2F (Blue - Charmander Chosen)
232,2,34,Rival 2,Rival - Route 22 (Blue - Charmander Chosen)
960,3,34,Rival 8,Rival - Indigo Plateau (Yellow - Lost Lab And Route 22)
953,3,34,Rival 6,Rival - Silph Co. - 7F (Yellow - Won Lab And Route 22)
242,2,34,Rival 5,Rival - Pokemon Tower - 2F (Blue - Bulbasaur Chosen)
597,1,34,Rival 5,Rival - Pokemon Tower - 2F (Red - Squirtle Chosen)
231,2,34,Rival 2,Rival - Route 22 (Blue - Bulbasaur Chosen)
605,1,34,Rival 8,Rival - Indigo Plateau (Red - Charmander Chosen)
593,1,34,Rival 4,Rival - S.S. Anne - 2F (Red - Bulbasaur Chosen)
603,1,34,Rival 7,Rival - Route 22 (Red - Squirtle Chosen)
586,1,34,Rival 1,Rival - Pallet Town (Red - Squirtle Chosen)
948,3,34,Rival 4,Rival - S.S. Anne - 2F (Yellow)
594,1,34,Rival 4,Rival - S.S. Anne - 2F (Red - Charmander Chosen)
239,2,34,Rival 4,Rival - S.S. Anne - 2F (Blue - Squirtle Chosen)
595,1,34,Rival 4,Rival - S.S. Anne - 2F (Red - Squirtle Chosen)
243,2,34,Rival 6,Rival - Silph Co. - 7F (Blue - Charmander Chosen)
945,3,34,Rival 1,Rival - Pallet Town (Yellow)
955,3,34,Rival 7,Rival - Route 22 (Yellow - Lost Lab And Route 22)
584,1,34,Rival 1,Rival - Pallet Town (Red - Bulbasaur Chosen)
246,2,34,Rival 7,Rival - Route 22 (Blue - Bulbasaur Chosen)
952,3,34,Rival 6,Rival - Silph Co. - 7F (Yellow - Won Lab Or Route 22)
950,3,34,Rival 5,Rival - Pokemon Tower - 2F (Yellow - Won Lab And Route 22)
245,2,34,Rival 6,Rival - Silph Co. - 7F (Blue - Squirtle Chosen)
588,1,34,Rival 2,Rival - Route 22 (Red - Bulbasaur Chosen)
957,3,34,Rival 7,Rival - Route 22 (Yellow - Won Lab And Route 22)
247,2,34,Rival 7,Rival - Route 22 (Blue - Charmander Chosen)
591,1,34,Rival 3,Rival - Cerulean City (Red - Bulbasaur Chosen)
602,1,34,Rival 7,Rival - Route 22 (Red - Charmander Chosen)
248,2,34,Rival 7,Rival - Route 22 (Blue - Squirtle Chosen)
954,3,34,Rival 6,Rival - Silph Co. - 7F (Yellow - Lost Lab And Route 22)
589,1,34,Rival 2,Rival - Route 22 (Red - Charmander Chosen)
946,3,34,Rival 2,Rival - Route 22 (Yellow)
590,1,34,Rival 3,Rival - Cerulean City (Red - Charmander Chosen)
607,1,34,Rival 8,Rival - Indigo Plateau (Red - Squirtle Chosen)
253,2,35,Rocker 2,Rocker - Route 12 (Blue)
961,3,35,Rocker 1,Rocker - Vermilion City (Yellow)
608,1,35,Rocker 1,Rocker - Vermilion City (Red)
609,1,35,Rocker 2,Rocker - Route 12 (Red)
962,3,35,Rocker 2,Rocker - Route 12 (Yellow)
252,2,35,Rocker 1,Rocker - Vermilion City (Blue)
981,3,36,Rocket 19,Rocket - Silph Co. - 3F (Yellow)
640,1,36,Rocket 31,Rocket - Silph Co. - 7F (Red)
973,3,36,Rocket 11,Rocket - Team Rocket Hideout - B3F (Yellow)
261,2,36,Rocket 8,Rocket - Team Rocket Hideout - B1F (Blue)
255,2,36,Rocket 2,Rocket - Mt. Moon - B2F (Blue)
983,3,36,Rocket 21,Rocket - Silph Co. - 6F (Yellow)
260,2,36,Rocket 7,Rocket - Celadon Game Corner (Blue)
616,1,36,Rocket 7,Rocket - Celadon Game Corner (Red)
613,1,36,Rocket 4,Rocket - Mt. Moon - B2F (Red)
273,2,36,Rocket 20,Rocket - Pokemon Tower - 7F (Blue)
278,2,36,Rocket 25,Rocket - Silph Co. - 3F (Blue)
639,1,36,Rocket 30,Rocket - Silph Co. - 7F (Red)
633,1,36,Rocket 24,Rocket - Silph Co. - 2F (Red)
641,1,36,Rocket 32,Rocket - Silph Co. - 7F (Red)
619,1,36,Rocket 10,Rocket - Team Rocket Hideout - B2F (Red)
627,1,36,Rocket 18,Rocket - Team Rocket Hideout - B1F (Red)
283,2,36,Rocket 30,Rocket - Silph Co. - 7F (Blue)
629,1,36,Rocket 20,Rocket - Pokemon Tower - 7F (Red)
264,2,36,Rocket 11,Rocket - Team Rocket Hideout - B3F (Blue)
963,3,36,Rocket 1,Rocket - Mt. Moon - B2F (Yellow)
970,3,36,Rocket 8,Rocket - Team Rocket Hideout - B1F (Yellow)
984,3,36,Rocket 22,Rocket - Silph Co. - 4F (Yellow)
271,2,36,Rocket 18,Rocket - Team Rocket Hideout - B1F (Blue)
620,1,36,Rocket 11,Rocket - Team Rocket Hideout - B3F (Red)
617,1,36,Rocket 8,Rocket - Team Rocket Hideout - B1F (Red)
623,1,36,Rocket 14,Rocket - Team Rocket Hideout - B1F (Red)
263,2,36,Rocket 10,Rocket - Team Rocket Hideout - B2F (Blue)
637,1,36,Rocket 28,Rocket - Silph Co. - 6F (Red)
626,1,36,Rocket 17,Rocket - Team Rocket Hideout - B4F (Red)
287,2,36,Rocket 34,Rocket - Silph Co. - 8F (Blue)
256,2,36,Rocket 3,Rocket - Mt. Moon - B2F (Blue)
979,3,36,Rocket 17,Rocket - Silph Co. - 2F (Yellow)
284,2,36,Rocket 31,Rocket - Silph Co. - 7F (Blue)
258,2,36,Rocket 5,Rocket - Route 24 (Blue)
266,2,36,Rocket 13,Rocket - Team Rocket Hideout - B4F (Blue)
966,3,36,Rocket 4,Rocket - Route 24 (Yellow)
254,2,36,Rocket 1,Rocket - Mt. Moon - B2F (Blue)
965,3,36,Rocket 3,Rocket - Mt. Moon - B2F (Yellow)
634,1,36,Rocket 25,Rocket - Silph Co. - 3F (Red)
618,1,36,Rocket 9,Rocket - Team Rocket Hideout - B1F (Red)
990,3,36,Rocket 28,Rocket - Silph Co. - 9F (Yellow)
991,3,36,Rocket 29,Rocket - Silph Co. - 9F (Yellow)
275,2,36,Rocket 22,Rocket - Silph Co. - 5F (Blue)
964,3,36,Rocket 2,Rocket - Mt. Moon - B2F (Yellow)
630,1,36,Rocket 21,Rocket - Pokemon Tower - 7F (Red)
277,2,36,Rocket 24,Rocket - Silph Co. - 2F (Blue)
280,2,36,Rocket 27,Rocket - Silph Co. - 4F (Blue)
282,2,36,Rocket 29,Rocket - Silph Co. - 6F (Blue)
645,1,36,Rocket 36,Rocket - Silph Co. - 9F (Red)
611,1,36,Rocket 2,Rocket - Mt. Moon - B2F (Red)
642,1,36,Rocket 33,Rocket - Silph Co. - 8F (Red)
968,3,36,Rocket 6,Rocket - Celadon Game Corner (Yellow)
972,3,36,Rocket 10,Rocket - Team Rocket Hideout - B3F (Yellow)
982,3,36,Rocket 20,Rocket - Silph Co. - 4F (Yellow)
281,2,36,Rocket 28,Rocket - Silph Co. - 6F (Blue)
636,1,36,Rocket 27,Rocket - Silph Co. - 4F (Red)
632,1,36,Rocket 23,Rocket - Silph Co. - 2F (Red)
288,2,36,Rocket 35,Rocket - Silph Co. - 9F (Blue)
971,3,36,Rocket 9,Rocket - Team Rocket Hideout - B2F (Yellow)
272,2,36,Rocket 19,Rocket - Pokemon Tower - 7F (Blue)
989,3,36,Rocket 27,Rocket - Silph Co. - 8F (Yellow)
622,1,36,Rocket 13,Rocket - Team Rocket Hideout - B4F (Red)
985,3,36,Rocket 23,Rocket - Silph Co. - 6F (Yellow)
978,3,36,Rocket 16,Rocket - Silph Co. - 5F (Yellow)
625,1,36,Rocket 16,Rocket - Team Rocket Hideout - B4F (Red)
